title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category,ar_fillna,np_fillna,publisher_fillna
Floating Drago,Peter Straub,3.84,eng,595.0,10727,140,8/5/2003,Berkley,-,0,8,5,2003,21,1,от 500 до 1000 стр.,3.84,595.0,Berkley
The Color of Water: A Black Man's Tribute to His White Mothe,James   McBride,4.09,other,328.0,1597,157,2/7/2006,Riverhead Books,-,0,2,7,2006,21,1,от 100 до 500 стр.,4.09,328.0,Riverhead Books
Color: A Natural History of the Palett,Victoria Finlay,,other,464.0,61033,558,12/30/2003,Random House Trade Paperbacks,-,0,12,30,2003,21,1,от 100 до 500 стр.,3.95,464.0,Random House Trade Paperbacks
Vincent's Color,Vincent van Gogh/Metropolitan Museum of Art/William Lach,4.16,eng,48.0,329,49,9/29/2005,Chronicle Books,-,0,9,29,2005,21,3,до 100 стр.,4.16,48.0,Chronicle Books
Flinx's Folly,Alan Dean Foster,3.94,eng,288.0,1755,21,9/28/2004,Del Rey,Pip & Flinx,9,9,28,2004,21,1,от 100 до 500 стр.,3.94,288.0,Del Rey
Chilly Scenes of Winte,Ann Beattie,,other,288.0,1045,100,1/2/1991,Vintage,-,0,1,2,1991,20,1,от 100 до 500 стр.,3.95,288.0,Vintage
What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603,Time-Life Books,3.72,eng,144.0,59,7,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.,3.72,144.0,Time Life Medical
What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500,Denise Dersin,3.77,eng,168.0,126,12,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.,3.77,168.0,Time Life Medical
What Life Was Like on the Banks of the Nile: Egypt  3050-30 B,Denise Dersin,,eng,192.0,199,17,5/24/1999,Time Life Books,-,0,5,24,1999,20,1,от 100 до 500 стр.,3.95,192.0,Time Life Books
What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550,Richard Stapleford/Time-Life Books,4.0,eng,,41,3,9/1/1999,Time Life Medical,-,0,9,1,1999,20,2,,4.0,296.0,Time Life Medical
What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200,Robin Chapman Stacey,3.64,eng,144.0,123,13,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.,3.64,144.0,Time Life Medical
What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-145,Ellen Anker/Denise Dersin,3.68,eng,144.0,49,2,5/24/1999,Time Life Medical,-,0,5,24,1999,20,2,от 100 до 500 стр.,3.68,144.0,Time Life Medical
What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917,Time-Life Books,3.75,eng,144.0,47,7,9/1/1999,Time Life Medical,-,0,9,1,1999,20,1,от 100 до 500 стр.,3.75,144.0,Time Life Medical
What Life Was Like in the Jewel in the Crown: British India  AD 1600-190,Time-Life Books,,eng,,44,4,9/1/1999,Time Life Medical,-,0,9,1,1999,20,1,,3.95,296.0,Time Life Medical
Birds of Americ,Lorrie Moore,4.11,eng,291.0,12321,951,9/23/1999,Picador USA,-,0,9,23,1999,20,1,от 100 до 500 стр.,4.11,291.0,Picador USA
Self-Hel,Lorrie Moore,4.2,eng,176.0,78,9,1/10/1998,Faber & Faber,-,0,1,10,1998,20,1,от 100 до 500 стр.,4.2,176.0,Faber & Faber
Who Will Run the Frog Hospital,Lorrie Moore,3.79,eng,160.0,6419,628,4/13/2004,Vintage,-,0,4,13,2004,21,1,от 100 до 500 стр.,3.79,160.0,Vintage
Family Matter,Rohinton Mistry,4.02,eng,500.0,19200,785,11/18/2003,,-,0,11,18,2003,21,1,от 500 до 1000 стр.,4.02,500.0,Vintage
Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinto,Rohinton Mistry,3.94,eng,,83,17,1/1/2002,Faber and Faber & Penguin India,-,0,1,1,2002,21,1,,3.94,296.0,Faber and Faber & Penguin India
The Archimedes Effect,Steve Perry/Larry Segriff/Tom Clancy/Steve Pieczenik,3.98,eng,336.0,1276,12,2/7/2006,Berkley,Tom Clancy's Net Force,10,2,7,2006,21,4,от 100 до 500 стр.,3.98,336.0,Berkley
Hidden Agendas,Steve Perry/Tom Clancy/Steve Pieczenik,3.76,eng,366.0,4138,39,10/28/1999,Berkley,Tom Clancy's Net Force,2,10,28,1999,20,3,от 100 до 500 стр.,3.76,366.0,Berkley
Marine: A Guided Tour of a Marine Expeditionary Unit,Tom Clancy,3.83,eng,336.0,646,11,11/1/1996,Berkley,-,0,11,1,1996,20,1,от 100 до 500 стр.,3.83,336.0,Berkley
The Teeth of the Tiger,Tom Clancy,3.64,eng,625.0,18128,467,8/26/2004,Penguin Books Ltd.,Jack Ryan Universe,12,8,26,2004,21,1,от 500 до 1000 стр.,3.64,625.0,Penguin Books Ltd.
State of War,Steve Perry/Tom Clancy/Steve Pieczenik/Larry Segriff,3.86,eng,,1329,24,3/4/2003,Berkley,Tom Clancy's Net Force,7,3,4,2003,21,4,,3.86,296.0,Berkley
Wild Card,Jerome Preisler/Tom Clancy/Martin Greenberg,3.96,eng,352.0,835,13,11/2/2004,Berkley,Tom Clancy's Power Plays,8,11,2,2004,21,3,от 100 до 500 стр.,3.96,352.0,Berkley
Carrier: A Guided Tour of an Aircraft Carrier,Tom Clancy/Leon A. Edney,3.82,eng,368.0,583,11,2/1/1999,Berkley,-,0,2,1,1999,20,2,от 100 до 500 стр.,3.82,368.0,Berkley
Cloak and Dagger,John Helfers/Russell Davis/Tom Clancy/Steve Pieczenik,,eng,208.0,58,0,3/4/2003,Berkley,Tom Clancy's Net Force Explorers,17,3,4,2003,21,4,от 100 до 500 стр.,3.95,208.0,Berkley
Cybernation,Steve Perry/Tom Clancy/Steve Pieczenik,3.76,eng,368.0,1789,19,11/1/2001,,Tom Clancy's Net Force,6,11,1,2001,21,3,от 100 до 500 стр.,3.76,368.0,Vintage
Virtual Vandals,Diane Duane/Tom Clancy/Steve Pieczenik,4.01,eng,,3414,16,2/1/1999,Berkley,Tom Clancy's Net Force Explorers,1,2,1,1999,20,3,,4.01,296.0,Berkley
Cutting Edge,Jerome Preisler/Tom Clancy/Martin Greenberg,,eng,432.0,1218,11,11/5/2002,Berkley,Tom Clancy's Power Plays,6,11,5,2002,21,3,от 100 до 500 стр.,3.95,432.0,Berkley
Mission of Honor,Jeff Rovin/Tom Clancy/Steve Pieczenik,,eng,432.0,1557,25,6/4/2002,Berkley Books,Tom Clancy's Op-Center,9,6,4,2002,21,3,от 100 до 500 стр.,3.95,432.0,Berkley Books
The Bear and the Dragon,Tom Clancy,3.82,eng,,21401,382,8/1/2001,Berkley Books,John Clark,3,8,1,2001,21,1,,3.82,296.0,Berkley Books
Breaking Point,Steve Perry/Tom Clancy/Steve Pieczenik,3.7,eng,368.0,8119,32,10/1/2000,Berkley,Tom Clancy's Net Force,4,10,1,2000,20,3,от 100 до 500 стр.,3.7,368.0,Berkley
Airborne: A Guided Tour Of An Airborne Task Forc,Tom Clancy,3.77,eng,326.0,448,5,11/1/1997,Berkley,-,0,11,1,1997,20,1,от 100 до 500 стр.,3.77,326.0,Berkley
John Deere Farm Tractors: A History of the John Deere Tracto,Randy Leffingwell,4.22,eng,192.0,22,1,9/1/1993,Motorbooks International,-,0,9,1,1993,20,1,от 100 до 500 стр.,4.22,192.0,Motorbooks International
Corvette: Fifty Year,Randy Leffingwell/David Newhardt,,eng,384.0,15,1,10/23/2004,Motorbooks,-,0,10,23,2004,21,2,от 100 до 500 стр.,3.95,384.0,Motorbooks
Tough to Tackl,Matt Christopher/Harvey Kidder,3.87,eng,,389,24,9/30/1987,Little  Brown Books for Young Readers,-,0,9,30,1987,20,2,,3.87,296.0,Little  Brown Books for Young Readers
Complete Guide to OneNot,W. Frederick Zimmerman/Chris Pratley,4.25,eng,412.0,4,0,11/17/2003,Apress,-,0,11,17,2003,21,2,от 100 до 500 стр.,4.25,412.0,Apress
The Goon Show: Moriarty Where Are You,NOT A BOOK,4.43,eng,,0,0,3/30/2005,BBC Physical Audio,-,0,3,30,2005,21,1,,4.43,296.0,BBC Physical Audio
Power: Die 48 Gesetze Der Mach,Robert Greene/Birgit Brandau/Hartmut Schickert,4.18,other,536.0,39,4,10/1/2001,Deutscher Taschenbuch Verlag,-,0,10,1,2001,21,3,от 500 до 1000 стр.,4.18,536.0,Deutscher Taschenbuch Verlag
The Echo Make,Richard Powers,3.38,eng,,7087,1119,10/17/2006,Farrar Straus Giroux,-,0,10,17,2006,21,1,,3.38,296.0,Farrar Straus Giroux
Power vs. Forc,David R. Hawkins,4.2,other,341.0,7167,376,3/5/2002,Hay House,-,0,3,5,2002,21,1,от 100 до 500 стр.,4.2,341.0,Hay House
The Power of Ar,Simon Schama,3.88,other,448.0,15804,96,11/10/2006,Ecco,-,0,11,10,2006,21,1,от 100 до 500 стр.,3.88,448.0,Ecco
Goodbye  Darkness: A Memoir of the Pacific Wa,William Manchester,,eng,401.0,4936,174,4/12/2002,Back Bay Books,-,0,4,12,2002,21,1,от 100 до 500 стр.,3.95,401.0,Back Bay Books
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Ag,William Manchester,3.85,eng,322.0,9807,745,6/1/1993,Back Bay Books,-,0,6,1,1993,20,1,от 100 до 500 стр.,3.85,322.0,Back Bay Books
The Last Lion 2: Winston Spencer Churchill: Alone  1932-4,William Manchester,4.48,eng,,240,27,10/28/1988,Little  Brown & Company,-,0,10,28,1988,20,1,,4.48,296.0,Little  Brown & Company
The Glory and the Dream: A Narrative History of America 1932-7,William Manchester,,eng,,1429,115,7/1/1984,Little  Brown & Company (Boston/Toronto),-,0,7,1,1984,20,1,,3.95,296.0,Little  Brown & Company (Boston/Toronto)
Harrowing the Drago,Patricia A. McKillip,3.94,eng,,1602,86,11/7/2006,Ace Books,-,0,11,7,2006,21,1,,3.94,296.0,Ace Books
Solstice Wood,Patricia A. McKillip,3.76,eng,278.0,1715,141,1/2/2007,Ace Books,Winter Rose,2,1,2,2007,21,1,от 100 до 500 стр.,3.76,278.0,Ace Books
Od Magi,Patricia A. McKillip,3.98,eng,315.0,3140,265,6/6/2006,,-,0,6,6,2006,21,1,от 100 до 500 стр.,3.98,315.0,Vintage
25 Ways to Win with People: How to Make Others Feel Like a Million Buck,John C. Maxwell/Les Parrott III,,eng,208.0,1710,114,6/5/2005,HarperCollins Leadership,-,0,6,5,2005,21,2,от 100 до 500 стр.,3.95,208.0,HarperCollins Leadership
Winning with People Workboo,John C. Maxwell,,eng,256.0,8,1,9/10/2005,HarperCollins Leadership,-,0,9,10,2005,21,1,от 100 до 500 стр.,3.95,256.0,HarperCollins Leadership
Thornhold,Elaine Cunningham,,eng,384.0,1023,9,12/27/2011,,The Harpers,16,12,27,2011,21,1,от 100 до 500 стр.,3.95,384.0,Vintage
The Best of the Realms: The Stories of Elaine Cunningham,Elaine Cunningham,3.98,other,345.0,164,6,5/8/2007,Wizards of the Coast,Forgotten Realms: The Best of the Realms,3,5,8,2007,21,1,от 100 до 500 стр.,3.98,345.0,Wizards of the Coast
Changeling Storytellers Guid,Mark  Hunter/Ian Lemke,3.36,eng,139.0,28,0,8/1/1998,White Wolf Games Studio,-,0,8,1,1998,20,2,от 100 до 500 стр.,3.36,139.0,White Wolf Games Studio
The Blood Wood,FASA Corporation/Ian Lemke/Louis J. Prosperi,3.71,eng,152.0,31,1,6/1/1997,FASA Corporation,-,0,6,1,1997,20,3,от 100 до 500 стр.,3.71,152.0,FASA Corporation
Basin and Rang,John McPhee,4.19,eng,240.0,2781,178,4/1/1982,Farrar  Straus and Giroux,-,0,4,1,1982,20,1,от 100 до 500 стр.,4.19,240.0,Farrar  Straus and Giroux
The Deltoid Pumpkin See,John McPhee,3.95,eng,192.0,380,18,9/1/1992,Farrar  Straus and Giroux,-,0,9,1,1992,20,1,от 100 до 500 стр.,3.95,192.0,Farrar  Straus and Giroux
Assembling Californi,John McPhee,4.17,eng,294.0,1595,120,2/1/1994,Farrar  Straus and Giroux,-,0,2,1,1994,20,1,от 100 до 500 стр.,4.17,294.0,Farrar  Straus and Giroux
Qué Se Puede Esperar Cuando Se Está Esperand,Heidi Murkoff/Arlene Eisenberg,,other,624.0,27,2,1/31/2006,Workman Publishing Company,-,0,1,31,2006,21,2,от 500 до 1000 стр.,3.95,624.0,Workman Publishing Company
Master of Swords,Angela Knight,4.2,eng,294.0,2801,45,10/3/2006,Berkley Sensation,Mageverse,4,10,3,2006,21,1,от 100 до 500 стр.,4.2,294.0,Berkley Sensation
Master of the Night,Angela Knight,3.88,eng,296.0,4637,125,10/5/2004,Berkley Sensation,Mageverse,1,10,5,2004,21,1,от 100 до 500 стр.,3.88,296.0,Berkley Sensation
Master of Wolves,Angela Knight,4.17,eng,294.0,3798,56,4/4/2006,Berkley,Mageverse,3,4,4,2006,21,1,от 100 до 500 стр.,4.17,294.0,Berkley
Captive Dream,Angela Knight/Diane Whiteside,3.91,other,336.0,1354,60,9/5/2006,Berkley Trade,-,0,9,5,2006,21,2,от 100 до 500 стр.,3.91,336.0,Berkley Trade
Master of Dragons,Angela Knight,4.22,eng,293.0,3190,56,6/5/2007,Berkley Sensation,Mageverse,5,6,5,2007,21,1,от 100 до 500 стр.,4.22,293.0,Berkley Sensation
Master of the Moon,Angela Knight,4.14,eng,336.0,2882,56,5/3/2005,Berkley Sensation,Mageverse,2,5,3,2005,21,1,от 100 до 500 стр.,4.14,336.0,Berkley Sensation
Jane's Warlord,Angela Knight,3.97,eng,,2552,94,6/1/2004,Berkley Sensation,Warlord,1,6,1,2004,21,1,,3.97,296.0,Berkley Sensation
Over The Moon,Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,3.9,eng,330.0,3681,92,1/2/2007,Berkley Sensation,Mageverse,3,1,2,2007,21,4,от 100 до 500 стр.,3.9,330.0,Berkley Sensation
Mr. and Mistress,Heidi Betts,3.37,eng,185.0,191,16,5/9/2006,Silhouette,Dynasties: The Elliotts,5,5,9,2006,21,1,от 100 до 500 стр.,3.37,185.0,Silhouette
Artesia Volume,Mark Smylie,3.98,eng,,242,24,9/20/2011,Archaia,-,0,9,20,2011,21,1,,3.98,296.0,Archaia
Law of Enclosure,Dale Peck,3.65,eng,320.0,72,2,2/1/1997,Washington Square Press,-,0,2,1,1997,20,1,от 100 до 500 стр.,3.65,320.0,Washington Square Press
The Drift House: The First Voyag,Dale Peck,3.65,eng,437.0,618,69,11/1/2006,Bloomsbury Publishing PLC,-,0,11,1,2006,21,1,от 100 до 500 стр.,3.65,437.0,Bloomsbury Publishing PLC
Through a Brazen Mirro,Delia Sherman/Cortney Skinner/Ellen Kushner,3.37,eng,100.0,116,12,2/25/2015,Circlet Press,-,0,2,25,2015,21,3,от 100 до 500 стр.,3.37,100.0,Circlet Press
The Porcelain Dov,Delia Sherman,3.41,eng,416.0,206,28,7/1/1994,Plume,-,0,7,1,1994,20,1,от 100 до 500 стр.,3.41,416.0,Plume
Interfictions: An Anthology of Interstitial Writin,Delia Sherman/Theodora Goss/K. Tempest Bradford/Karen Jordan Allen/Rachel Pollack/Veronica Schanoes/Mikal Trimm/Colin Greenland/Vandana Singh/Matthew Cheney/Léa Silhol/Adrián Ferrero/Holly Phillips/Catherynne M. Valente/Christopher Barzak/Leslie What/Anna Tambour/Joy Marchand/Jon Singer/Csilla Kleinheincz/Michael J. DeLuca,,eng,,229,20,4/1/2007,Small Beer Press,-,0,4,1,2007,21,21,,3.95,296.0,Small Beer Press
The Fall of the Kings,Ellen Kushner/Delia Sherman,3.65,eng,510.0,1869,128,9/30/2003,Bantam,Riverside,3,9,30,2003,21,2,от 500 до 1000 стр.,3.65,510.0,Bantam
Killing Tim,Cynthia Harrod-Eagles,3.98,other,280.0,12,1,2/1/1999,Avon Books,-,0,2,1,1999,20,1,от 100 до 500 стр.,3.98,280.0,Avon Books
The Tangled Thread,Cynthia Harrod-Eagles,4.32,eng,474.0,305,8,9/1/1987,Little  Brown Book Group,Morland Dynasty,10,9,1,1987,20,1,от 100 до 500 стр.,4.32,474.0,Little  Brown Book Group
The Flood-Tide,Cynthia Harrod-Eagles,4.25,eng,428.0,318,7,2/1/1986,Little  Brown Book Group,Morland Dynasty,9,2,1,1986,20,1,от 100 до 500 стр.,4.25,428.0,Little  Brown Book Group
The White Road,Cynthia Harrod-Eagles,4.27,eng,480.0,195,8,11/1/2006,Little  Brown Book Group,Morland Dynasty,28,11,1,2006,21,1,от 100 до 500 стр.,4.27,480.0,Little  Brown Book Group
The Maiden,Cynthia Harrod-Eagles,4.27,eng,413.0,330,11,2/1/1985,Little  Brown Book Group,The Morland Dynasty,8,2,1,1985,20,1,от 100 до 500 стр.,4.27,413.0,Little  Brown Book Group
The Oak Apple,Cynthia Harrod-Eagles,4.18,eng,,460,20,5/1/2001,Little  Brown Book Group,Morland Dynasty,4,5,1,2001,21,1,,4.18,296.0,Little  Brown Book Group
The Emperor,Cynthia Harrod-Eagles,4.28,eng,512.0,261,6,8/1/1988,Little  Brown Book Group,The Morland Dynasty,11,8,1,1988,20,1,от 500 до 1000 стр.,4.28,512.0,Little  Brown Book Group
The Nature of the Chil,Jerome Kagan,3.42,eng,352.0,12,1,5/13/1994,Basic Books,-,0,5,13,1994,20,1,от 100 до 500 стр.,3.42,352.0,Basic Books
Confessions of a Pagan Nu,Kate Horsley,3.87,eng,191.0,1768,266,9/10/2002,Shambhala,-,0,9,10,2002,21,1,от 100 до 500 стр.,3.87,191.0,Shambhala
Westminster Abb,Micol Ostow,3.41,eng,192.0,1169,83,5/5/2005,Speak,-,0,5,5,2005,21,1,от 100 до 500 стр.,3.41,192.0,Speak
Dragon's Fire,Anne McCaffrey/Todd McCaffrey,3.98,eng,366.0,7923,171,8/1/2006,Del Rey Books,Pern,19,8,1,2006,21,2,от 100 до 500 стр.,3.98,366.0,Del Rey Books
Maelstro,Anne McCaffrey/Elizabeth Ann Scarborough,3.88,eng,,1088,37,1/31/2007,Del Rey Books,-,0,1,31,2007,21,2,,3.88,296.0,Del Rey Books
The Mark of the Crown,Jude Watson,3.73,eng,,2319,63,10/1/1999,Scholastic Inc.,Star Wars: Jedi Apprentice,4,10,1,1999,20,1,,3.73,296.0,Scholastic Inc.
Joy Withi,Joan Goldstein/Manuela Soares,4.38,other,144.0,8,3,11/15/1990,Simon  Schuster,-,0,11,15,1990,20,2,от 100 до 500 стр.,4.38,144.0,Simon  Schuster
Butch/Femm,Manuela Soares/Judy Grahn/Nisa Donnelly,,eng,64.0,13,1,4/4/1996,Crown Publishing Group (NY),-,0,4,4,1996,20,3,до 100 стр.,3.95,64.0,Crown Publishing Group (NY)
Expository Writing: Mini-Lessons * Strategies * Activitie,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,4.33,eng,88.0,3,0,4/1/1998,Teaching Resources,-,0,4,1,1998,20,4,до 100 стр.,4.33,88.0,Teaching Resources
Daisy Bates: Civil Rights Crusader from Arkansa,Grif Stockley,3.55,eng,,11,3,10/18/2005,University Press of Mississippi,-,0,10,18,2005,21,1,,3.55,296.0,University Press of Mississippi
The Loftier Way: Tales from the Ancient American Frontie,Blaine M. Yorgason/Brenton G. Yorgason,3.78,eng,131.0,9,2,12/28/1985,Deseret Book Company,-,0,12,28,1985,20,2,от 100 до 500 стр.,3.78,131.0,Deseret Book Company
A Higher Justice,James Scott Bell,4.26,eng,303.0,175,18,9/1/2003,,The Trials of Kit Shannon,5,9,1,2003,21,1,от 100 до 500 стр.,4.26,303.0,Vintage
Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finis,James Scott Bell,4.1,eng,,4480,439,10/6/2004,Writer's Digest Books,-,0,10,6,2004,21,1,,4.1,296.0,Writer's Digest Books
Deadloc,James Scott Bell,3.96,eng,319.0,327,20,10/6/2002,Zondervan,-,0,10,6,2002,21,1,от 100 до 500 стр.,3.96,319.0,Zondervan
Breach of Promis,James Scott Bell,,eng,345.0,368,36,2/15/2004,Zondervan,-,0,2,15,2004,21,1,от 100 до 500 стр.,3.95,345.0,Zondervan
A False Mirror,Charles Todd,4.02,eng,384.0,2519,225,1/9/2007,William Morrow,Inspector Ian Rutledge,9,1,9,2007,21,1,от 100 до 500 стр.,4.02,384.0,William Morrow
Wings of Fire,Charles Todd,3.99,eng,323.0,5029,438,5/15/1999,St. Martin's Paperbacks,Inspector Ian Rutledge,2,5,15,1999,20,1,от 100 до 500 стр.,3.99,323.0,St. Martin's Paperbacks
A Cold Treachery,Charles Todd,4.15,eng,416.0,2997,265,8/30/2005,Bantam,Inspector Ian Rutledge,7,8,30,2005,21,1,от 100 до 500 стр.,4.15,416.0,Bantam
The Murder Ston,Charles Todd,3.83,eng,416.0,1492,175,8/31/2004,Bantam,-,0,8,31,2004,21,1,от 100 до 500 стр.,3.83,416.0,Bantam
Legacy of the Dead,Charles Todd,,eng,,4081,316,6/1/2001,Bantam Books,Inspector Ian Rutledge,4,6,1,2001,21,1,,3.95,296.0,Bantam Books
A Fearsome Doubt,Charles Todd,4.04,eng,384.0,2815,258,7/29/2003,Bantam,Inspector Ian Rutledge,6,7,29,2003,21,1,от 100 до 500 стр.,4.04,384.0,Bantam
Watchers of Time,Charles Todd,3.99,eng,421.0,3194,326,7/30/2002,Bantam,Inspector Ian Rutledge,5,7,30,2002,21,1,от 100 до 500 стр.,3.99,421.0,Bantam
Search the Dark,Charles Todd,4.01,eng,,3896,324,5/15/2000,St. Martin's Press,Inspector Ian Rutledge,3,5,15,2000,20,1,,4.01,296.0,St. Martin's Press
Hunters of Dune,Brian Herbert/Kevin J. Anderson,3.65,eng,524.0,10798,274,8/22/2006,Tor Books,Dune Chronicles,7,8,22,2006,21,2,от 500 до 1000 стр.,3.65,524.0,Tor Books
The Battle Of Corrin,Brian Herbert/Kevin J. Anderson,3.74,eng,624.0,59,2,9/1/2004,Hodder & Stoughton Ltd,Legends of Dune,3,9,1,2004,21,2,от 500 до 1000 стр.,3.74,624.0,Hodder & Stoughton Ltd
Doctor Who: The Inside Stor,Gary Russell,4.22,eng,,273,10,10/26/2006,BBC Books,-,0,10,26,2006,21,1,,4.22,296.0,BBC Books
Doctor Who Short Trips: Repercussion,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,3.38,eng,246.0,42,5,7/1/2004,Big Finish,-,0,7,1,2004,21,18,от 100 до 500 стр.,3.38,246.0,Big Finish
Gerontiu,James Hamilton-Paterson,3.74,eng,272.0,4,2,4/17/2002,Not Avail,-,0,4,17,2002,21,1,от 100 до 500 стр.,3.74,272.0,Not Avail
Hellstrom's Hiv,Frank Herbert,3.69,eng,312.0,41,3,3/23/1982,Bantam Books (NY),-,0,3,23,1982,20,1,от 100 до 500 стр.,3.69,312.0,Bantam Books (NY)
The Dark City,Max Allan Collins,,eng,233.0,49,5,8/1/2005,Severn House Publishers,Eliot Ness,1,8,1,2005,21,1,от 100 до 500 стр.,3.95,233.0,Severn House Publishers
Bullet Proof,Max Allan Collins,3.98,eng,197.0,31,2,12/20/2005,Severn House Publishers,Eliot Ness,3,12,20,2005,21,1,от 100 до 500 стр.,3.98,197.0,Severn House Publishers
West To Ede,Gloria Goldreich,3.77,eng,501.0,2,0,12/1/1988,Avon Books,-,0,12,1,1988,20,1,от 500 до 1000 стр.,3.77,501.0,Avon Books
The Variou,Steve Augarde,,eng,448.0,825,98,11/8/2005,Yearling,-,0,11,8,2005,21,1,от 100 до 500 стр.,3.95,448.0,Yearling
Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Caree,George Plimpton,4.08,eng,498.0,908,56,11/10/1998,Anchor,-,0,11,10,1998,20,1,от 100 до 500 стр.,4.08,498.0,Anchor
The Burnt Orange Heres,Charles Willeford,3.9,eng,,564,49,12/20/1999,Carroll & Graf,-,0,12,20,1999,20,1,,3.9,296.0,Carroll & Graf
Shadow Twi,Gardner Dozois/George R.R. Martin/Daniel Abraham,3.57,eng,114.0,65,7,6/1/2005,Subterranean Press,-,0,6,1,2005,21,3,от 100 до 500 стр.,3.57,114.0,Subterranean Press
Der Prophe,Kahlil Gibran,,other,,9,0,9/1/2001,Benziger,-,0,9,1,2001,21,1,,3.95,296.0,Benziger
Le prophèt,Kahlil Gibran,4.23,other,172.0,1,0,10/8/2002,Dervy,-,0,10,8,2002,21,1,от 100 до 500 стр.,4.23,172.0,Dervy
A Child's Garden of Verse,Robert Louis Stevenson/Tasha Tudor,4.3,eng,67.0,22227,431,2/1/1999,Simon & Schuster Books for Young Readers,-,0,2,1,1999,20,2,до 100 стр.,4.3,67.0,Simon & Schuster Books for Young Readers
Have Space Suit—Will Trave,Robert A. Heinlein,3.9,eng,276.0,23541,661,2/8/2005,Pocket Books,-,0,2,8,2005,21,1,от 100 до 500 стр.,3.9,276.0,Pocket Books
Practicalitie,Marguerite Duras/Barbara Bray,3.98,eng,143.0,226,19,10/22/1993,Grove Press,-,0,10,22,1993,20,2,от 100 до 500 стр.,3.98,143.0,Grove Press
Le ravissement de Lol V. Stei,Marguerite Duras,3.66,other,192.0,485,38,6/25/1976,Gallimard,-,0,6,25,1976,20,1,от 100 до 500 стр.,3.66,192.0,Gallimard
India Son,Marguerite Duras/Barbara Bray,3.57,eng,146.0,289,9,1/13/1994,Grove Press,-,0,1,13,1994,20,2,от 100 до 500 стр.,3.57,146.0,Grove Press
Clow,Quentin Blake,3.98,other,32.0,384,47,9/15/1998,Henry Holt and Co. (BYR),-,0,9,15,1998,20,1,до 100 стр.,3.98,32.0,Henry Holt and Co. (BYR)
The Spiral Stair,Joan Aiken/Quentin Blake,,eng,62.0,35,5,8/1/2000,Barn Owl Books,Arabel and Mortimer,6,8,1,2000,20,2,до 100 стр.,3.95,62.0,Barn Owl Books
A Near Thing for Captain Najork,Russell Hoban/Quentin Blake,,eng,32.0,76,11,10/1/2006,David R. Godine,Captain Najork,2,10,1,2006,21,2,до 100 стр.,3.95,32.0,David R. Godine
Reptiles and Amphibians,Mark O'Shea/Tim Halliday/Jonathan Metcalf,4.0,eng,256.0,56,5,10/1/2002,DK Publishing (Dorling Kindersley),-,0,10,1,2002,21,3,от 100 до 500 стр.,4.0,256.0,DK Publishing (Dorling Kindersley)
The Camera,Ansel Adams/Robert Hardy Baker,4.16,eng,,5961,65,6/1/1995,Little  Brown and Company,Ansel Adams Photography,1,6,1,1995,20,2,,4.16,296.0,Little  Brown and Company
The Negative,Ansel Adams/Robert Hardy Baker,4.4,other,,1384,32,6/1/1995,Little  Brown and Company,Ansel Adams Photography,2,6,1,1995,20,2,,4.4,296.0,Little  Brown and Company
The Print,Ansel Adams/Robert Hardy Baker,4.37,other,203.0,997,14,6/1/1995,Little  Brown and Company,Ansel Adams Photography,3,6,1,1995,20,2,от 100 до 500 стр.,4.37,203.0,Little  Brown and Company
The Changing Status of the Artis,Emma Barker/Nick Webb/Kim W. Woods,3.93,eng,260.0,8,0,3/1/1999,Yale University Press,-,0,3,1,1999,20,3,от 100 до 500 стр.,3.93,260.0,Yale University Press
Vicars of Christ: A History of the Pope,Charles A. Coulombe,3.94,other,492.0,31,2,7/1/2003,,-,0,7,1,2003,21,1,от 100 до 500 стр.,3.94,492.0,Vintage
